transaction_id,account_id,amount,timestamp,counterparty,country,type
81894b03-82d,56319793,14866.26,2026-05-02 00:54:25.484898,Jones-Wood,RU,transfer
7c42bced-107,69b42024,11005.62,2026-05-12 04:28:25.484898,"Underwood, Lopez and Hernandez",CN,withdrawal
0470859f-eec,d6773ffe,4467.89,2026-05-12 20:16:25.484898,"King, Matthews and Dougherty",RU,deposit
f6b1b283-c84,422b2d65,2418.95,2026-05-14 01:11:25.484898,"Lamb, Smith and Garcia",BR,transfer
aba8213e-5b4,b6b84501,19491.17,2026-05-02 22:00:25.484898,Stanley-Hanson,NG,transfer
c86b99ce-42b,81e9be90,4855.72,2026-05-05 15:36:25.484898,Hoffman and Sons,CN,deposit
7f328100-9b7,ad44a9ea,12423.57,2026-05-24 00:17:25.484898,Bailey LLC,CN,transfer
39e21107-777,ec43e5d3,19532.6,2026-05-07 20:17:25.484898,Young-Richardson,BR,deposit
ad23643c-1b3,87e0b8fe,7272.32,2026-05-04 09:30:25.484898,Rivers Ltd,GB,transfer
16794fe3-697,e1f9cdcc,2763.21,2026-05-26 13:21:25.484898,"Stone, Fitzpatrick and Rosales",BR,transfer
8ed5b9b7-6ae,13d38724,14658.5,2026-05-25 18:42:25.484898,"Smith, Brown and Mccarthy",US,withdrawal
f82f75ce-599,27b4e9bb,506.89,2026-05-12 08:05:25.484898,Cole-Morris,US,transfer
e42c53fa-a2a,6cb13b39,17916.12,2026-05-26 16:19:25.484898,Mooney Group,US,transfer
18f799e7-903,4959c632,5798.7,2026-05-05 20:24:25.484898,Fuller-Foster,NG,transfer
c14c506f-b8d,ff9b0873,1405.48,2026-05-11 10:59:25.484898,White Ltd,RU,transfer
434f7dbc-6f1,8c4875f6,2646.89,2026-05-17 10:20:25.484898,"Berry, Newman and Phillips",GB,transfer
c978ea3c-1fa,70af7247,21375.1,2026-05-24 08:26:25.484898,"King, Johnson and Garcia",RU,withdrawal
2326df65-637,74d308f9,6371.85,2026-04-28 23:50:25.484898,"Kelley, Perez and Wells",US,deposit
a00f1ccd-a65,2a0491c2,22687.98,2026-05-04 04:25:25.484898,"Moran, Lin and Clark",NG,transfer
22da64f7-10e,26205cf4,12678.48,2026-05-02 07:59:25.484898,Smith Inc,RU,transfer
d00189e9-84d,e7c79afb,5400.12,2026-05-25 11:50:25.484898,Hodge-Johnson,US,withdrawal
acf7ef93-fb7,39bc6e34,8584.05,2026-05-23 22:11:25.484898,Kane and Sons,NG,withdrawal
a4f8baa9-c6d,8db989a5,22233.71,2026-05-10 12:06:25.484898,Malone-Lee,GB,withdrawal
bfe3c5ae-c65,19a589ad,14707.14,2026-05-03 10:07:25.484898,Wade and Sons,GB,deposit
5fc90a69-07c,33799bd7,20284.94,2026-05-10 17:01:25.484898,Thompson Inc,BR,deposit
9b8cc53b-b35,343da76d,11622.25,2026-05-19 10:21:25.484898,"Brown, Torres and Marks",GB,withdrawal
b2cd2449-1b0,23d99fd9,9018.71,2026-05-07 23:18:25.484898,Gonzalez PLC,NG,transfer
9b3f08eb-913,67030cd4,4309.13,2026-05-07 22:58:25.484898,"Castro, Collins and Jackson",GB,transfer
402019be-c94,2c0ea95b,12574.34,2026-05-19 20:12:25.484898,Harmon-Mcintyre,BR,transfer
3b99855d-915,1f5b4763,13619.17,2026-04-30 03:42:25.484898,Steele-Chavez,CN,deposit
f2cb6f95-6cf,d834cb98,24491.1,2026-05-14 10:57:25.484898,Kelly Ltd,US,withdrawal
377dee87-8d4,ee53d6ec,23851.71,2026-05-05 18:25:25.484898,Cooper Ltd,RU,deposit
72ea0372-f85,bfddf686,2013.78,2026-04-28 12:01:25.484898,"Campbell, Chang and Hill",RU,withdrawal
aa79a938-1de,7846e4df,4020.29,2026-05-26 22:59:25.484898,Henderson-Harris,GB,transfer
3a1d9e89-744,e5807830,17677.31,2026-05-11 12:55:25.484898,"Burke, Mason and Knox",US,withdrawal
2e188c74-87b,e189daf0,10074.07,2026-04-29 00:23:25.484898,Richardson LLC,RU,deposit
175808a8-aff,d51d4eca,1832.7,2026-05-14 10:58:25.484898,Gibson-Wallace,CN,withdrawal
eb584c64-9eb,f828d839,17748.44,2026-05-04 15:39:25.484898,"Welch, Mack and Delacruz",US,transfer
a3e67a16-333,f89fb69d,20841.17,2026-05-13 15:36:25.484898,Diaz Inc,NG,transfer
fac13f1b-d60,60d43a5c,14391.09,2026-05-09 02:09:25.484898,Ellison and Sons,NG,deposit
0ce4e223-1d0,a2455b01,18182.72,2026-05-01 17:56:25.484898,Padilla Inc,US,deposit
8031c9c2-89f,4708488c,17117.69,2026-05-14 23:11:25.484898,Boone-Brady,GB,transfer
01bec1ed-d8a,f5848da3,1247.76,2026-05-07 01:36:25.484898,Edwards-Moody,CN,transfer
804ca14b-7ff,93ea8e1d,23097.98,2026-05-16 19:42:25.484898,"Sanchez, Powell and Brown",GB,transfer
a14112fd-56e,2e4a860f,6762.11,2026-05-15 17:03:25.484898,Stevens LLC,RU,withdrawal
555668f4-cfe,ef62ffeb,3045.98,2026-05-08 23:14:25.484898,Ward-Osborne,RU,deposit
d894a5a9-aa2,ac58a8e0,10303.41,2026-05-05 18:16:25.484898,Phillips-Smith,RU,deposit
e61bcbd2-d21,2054c9a6,21773.39,2026-04-30 05:54:25.484898,Phillips-Owens,US,transfer
99546ad6-954,5c0788d2,4324.43,2026-04-29 10:33:25.484898,"Powell, Griffith and Adams",GB,deposit
e87838fc-0ca,9fbd7ad3,5562.11,2026-05-13 03:26:25.484898,Allen-Medina,CN,deposit
7e72ddb8-8f4,47c4fd32,21529.32,2026-05-02 16:04:25.484898,Roberson-Wall,CN,withdrawal
0b9d3c07-e7c,730eb13b,12191.06,2026-05-05 04:40:25.484898,"Jones, Ramirez and Johnson",CN,deposit
d449c3d7-a27,40f28aa8,15754.55,2026-05-23 22:35:25.484898,"Hooper, Cochran and Gonzalez",RU,deposit
aed95a70-f7c,94da5305,14711.39,2026-05-03 05:40:25.484898,Lamb-Thompson,GB,transfer
8814bdf5-2f9,3f218fbe,16229.89,2026-05-04 16:31:25.484898,"Delgado, Mitchell and Higgins",NG,transfer
fd7adc85-356,61444aad,22097.18,2026-05-19 13:41:25.484898,Gaines Ltd,CN,transfer
b140e746-322,d7f67437,6489.47,2026-05-19 07:05:25.484898,Smith PLC,BR,withdrawal
fa78ff49-0e6,a0a7738c,19982.2,2026-05-02 19:30:25.484898,Marsh Inc,RU,transfer
2e49a38c-281,6b07a2f6,12918.48,2026-05-18 12:14:25.484898,Miller and Sons,GB,transfer
be6a733f-218,16eb36b7,18989.64,2026-05-20 03:31:25.484898,Jenkins Group,NG,deposit
c4a9e0d8-45e,8a79d625,10312.94,2026-05-16 04:41:25.484898,"Lewis, Porter and Mejia",US,transfer
f123deff-5f7,a038102d,14639.38,2026-05-08 00:06:25.484898,Fleming-Hodge,US,deposit
23b09ac5-5ae,e8c0e28f,11319.38,2026-05-09 23:17:25.484898,Berg-Clayton,US,deposit
de991593-e2a,a679cf56,2647.05,2026-05-22 12:17:25.484898,Mclean and Sons,GB,transfer
0630cf42-42d,82e2a3c3,2890.16,2026-05-25 06:22:25.484898,"Green, Allen and Shaw",US,transfer
b3e3aa36-96b,397ac94e,18969.22,2026-05-22 02:26:25.484898,Lawrence-Cox,US,transfer
dca4f630-1ea,94910ce0,9914.06,2026-05-10 05:20:25.484898,Kirby-Olson,GB,deposit
08a4a9ed-b55,f54a9a3a,22507.25,2026-05-15 15:48:25.484898,Booth Ltd,NG,deposit
3e23d94f-fad,cba8ce8c,7452.93,2026-05-22 12:44:25.484898,Singleton Inc,GB,withdrawal
7bb1cdb3-3e8,8a19f562,912.91,2026-05-08 09:10:25.484898,"Gutierrez, Wiley and Wright",CN,withdrawal
49f0265a-52a,7bed8eaa,14361.84,2026-05-11 22:49:25.484898,Pope Ltd,NG,deposit
ab34d4d7-9ea,b13fe9e4,21786.01,2026-05-16 22:58:25.484898,Hammond-Marks,CN,withdrawal
23789b9d-3c5,ea182160,352.91,2026-05-14 20:12:25.484898,Kim PLC,BR,deposit
d2697728-008,d5ec53eb,10917.4,2026-04-29 00:23:25.484898,Higgins Ltd,GB,deposit
db033856-47c,2f5a1ac1,18240.79,2026-05-08 05:07:25.484898,Craig-Macias,US,deposit
7d0e244c-965,7081cc0f,3866.38,2026-05-12 10:37:25.484898,"Gonzalez, Henderson and Cummings",GB,withdrawal
395b27f3-6d7,54668d1a,184.01,2026-05-15 05:35:25.484898,"Zamora, Terrell and Mitchell",RU,transfer
507cc928-8b7,bd29fd94,9229.35,2026-05-01 14:41:25.484898,"Williams, Garcia and Ferguson",NG,withdrawal
2146c486-11c,b7f653f2,16179.44,2026-05-06 18:04:25.484898,"Wilcox, Martin and Lam",GB,transfer
9690e8f2-9f8,ff0e5791,24185.14,2026-05-20 23:21:25.484898,Cain-Baxter,CN,transfer
5bcf59b8-3cc,8107a9f3,15021.19,2026-05-08 19:22:25.484898,Gamble Group,RU,deposit
12e93fde-ac9,9bcf2fcf,14405.82,2026-05-11 09:36:25.484898,Barrett PLC,CN,deposit
b4b26aa6-b77,3bf52467,13111.0,2026-05-17 10:37:25.484898,Hernandez-Price,BR,transfer
16054920-78d,71720a02,22994.49,2026-05-25 00:08:25.484898,"Weaver, Watkins and Woods",GB,transfer
7817f859-076,0ca0b85a,3096.99,2026-05-23 08:30:25.484898,Hampton-King,RU,withdrawal
7f59a1e1-84b,33d4aa87,1842.42,2026-05-13 02:19:25.484898,Henderson-Beltran,US,deposit
18ff60e2-e65,4d8403e0,7246.06,2026-05-24 18:40:25.484898,"Barajas, Reyes and Olson",CN,deposit
52a1f0cc-323,e506d5b3,24090.0,2026-05-17 22:09:25.484898,"Paul, Green and Hanson",RU,deposit
4ec15aa2-d20,a756b6b4,1873.35,2026-05-03 22:28:25.484898,"Bell, Wiggins and Robbins",US,withdrawal
66bead2c-bd8,e7d4cf39,7566.85,2026-05-25 17:54:25.484898,Ward Group,BR,transfer
2cb56d92-771,8812ed00,5120.14,2026-05-12 18:02:25.484898,Garza Inc,CN,withdrawal
6dc436b9-cdc,6e3dcae3,24834.67,2026-05-20 06:55:25.484898,Olsen and Sons,US,deposit
99bac211-b61,2595a42c,9027.51,2026-05-25 17:25:25.484898,"Kline, Sosa and Matthews",CN,withdrawal
cf6917c8-4af,ac8cd7bb,7223.62,2026-05-26 18:26:25.484898,Griffin-Johnston,GB,withdrawal
6ae26d1b-1c4,26859312,18888.24,2026-05-10 03:44:25.484898,Wilkinson Group,CN,deposit
682a20d0-08d,701d7b54,12132.27,2026-05-03 18:18:25.484898,Moore-Pollard,NG,withdrawal
651fbebe-52b,33386fd4,12259.13,2026-04-28 06:21:25.484898,Vaughan-Jimenez,BR,withdrawal
284b9118-4f9,2c590fde,20639.48,2026-05-08 15:20:25.484898,"Baldwin, Chavez and Bryant",BR,deposit
336aefbd-c36,4dabfea0,20584.78,2026-05-15 07:33:25.484898,Cortez and Sons,RU,transfer
eca1693b-52c,37c4f436,7504.49,2026-05-03 20:48:25.484898,Mcdonald-Massey,RU,transfer
4533c1f7-8ee,5670329d,4251.91,2026-05-02 23:05:25.484898,Montes-Greene,RU,transfer
b8db4221-194,1e2f434d,14393.78,2026-05-16 00:47:25.484898,"Garcia, Myers and Serrano",NG,deposit
cbaf94ef-29e,1daafa43,17479.08,2026-05-11 04:07:25.484898,"Forbes, Nichols and Roach",CN,transfer
4fc6c767-c2b,aec9e23c,4915.5,2026-05-09 16:32:25.484898,Hickman-Joseph,BR,withdrawal
13aa5677-93b,fe81e317,1549.73,2026-05-03 06:36:25.484898,White-Holloway,GB,deposit
d8b1941f-0c9,0b5244ce,20743.15,2026-05-11 11:41:25.484898,"Anderson, Alexander and Garcia",US,transfer
6dbcee73-ec9,e603fd23,6261.67,2026-05-05 04:35:25.484898,Hardy Inc,CN,deposit
cd8848ea-f64,6b8e07ad,20158.59,2026-05-01 07:43:25.484898,Wilcox-Parks,RU,transfer
06ae34fe-e98,072883ae,24689.73,2026-05-14 21:08:25.484898,Stewart-Hancock,RU,deposit
b6bfb7d3-5ad,bdfa0b0c,1512.21,2026-05-12 21:48:25.484898,"Holland, Chang and Graham",US,withdrawal
b930e1fe-e99,2f409dfa,20184.79,2026-05-14 12:16:25.484898,"Hayes, Turner and Pennington",CN,transfer
12060ddd-701,dcf0e006,2614.27,2026-05-05 22:22:25.484898,Hood and Sons,RU,withdrawal
256eb672-992,a4750eee,24369.98,2026-04-30 03:00:25.484898,"Austin, Stewart and Warner",CN,withdrawal
655c0d87-592,62f2416b,14229.64,2026-05-26 14:41:25.484898,Burns Ltd,BR,withdrawal
a9f54e05-013,566d2200,16916.86,2026-05-22 01:06:25.484898,Johnson and Sons,GB,withdrawal
dc394820-a79,73f0a604,11975.17,2026-04-28 04:14:25.484898,"Miles, Stark and Harris",CN,withdrawal
459752db-7a3,badf68c7,14365.38,2026-04-29 13:22:25.484898,"Padilla, Cox and Morgan",NG,deposit
191121a7-310,11505b1c,3103.19,2026-05-24 10:47:25.484898,Howard-Pineda,RU,deposit
8cfad46a-4d1,4206e702,20416.16,2026-05-03 16:42:25.484898,Henry PLC,NG,transfer
e7ef4b3c-a8d,8961b2bc,2062.65,2026-05-01 21:48:25.484898,Keith-Phillips,GB,transfer
4baeed95-b53,27d35d2b,19759.09,2026-05-13 12:38:25.484898,Anderson Ltd,RU,transfer
f4735b17-2f4,6726cb54,14984.46,2026-05-20 00:08:25.484898,"Cannon, Hunter and Tate",US,deposit
0bf887e9-b11,32ee3177,11747.17,2026-04-29 06:12:25.484898,"King, Rivers and Wilson",US,transfer
c3c6fcc0-98f,18eecbba,14866.34,2026-05-03 13:31:25.484898,Rivera PLC,RU,withdrawal
d0e54921-dce,86af24ad,14326.94,2026-05-01 16:09:25.484898,Perry-Stone,BR,deposit
abe24496-6d0,931fb7c9,20544.77,2026-05-17 19:06:25.484898,Wilkerson-Cooper,NG,transfer
ebf72828-c29,45d4ab20,2243.58,2026-05-21 00:56:25.484898,Murray PLC,US,transfer
1645d71f-1a4,c85c094a,18971.95,2026-05-26 15:35:25.484898,"Gibbs, Rodriguez and Orr",NG,deposit
97d945d3-ec0,1daee3a2,15149.2,2026-05-11 09:13:25.484898,Wilson Ltd,CN,transfer
e7027579-c7d,3908f1e7,21554.76,2026-05-21 14:02:25.484898,"Ibarra, Fisher and Mckenzie",NG,deposit
27fd3f3e-125,c7f947ff,15858.41,2026-04-28 00:08:25.484898,"Harris, Lopez and Brown",NG,withdrawal
0f3166a8-56e,bb8086ee,13931.68,2026-05-21 17:50:25.484898,"Williams, Johnson and Copeland",BR,transfer
19d4ec19-121,1c7fa242,5238.06,2026-05-21 05:14:25.484898,Evans Group,CN,transfer
4361bcce-343,ffbcb0e7,14683.96,2026-05-26 02:28:25.484898,Garcia-Howe,US,withdrawal
68d4e932-64b,a9b22f00,10129.91,2026-05-10 18:18:25.484898,Thomas LLC,BR,withdrawal
473f2211-057,d8d5bdd3,13325.77,2026-05-12 00:17:25.484898,"Barnes, Pierce and Butler",RU,deposit
f20d73df-7bd,bf1100b4,18523.46,2026-04-29 03:47:25.484898,Collins-Weber,US,deposit
d12a41a7-a05,269ac6de,2910.23,2026-05-08 06:09:25.484898,Ewing Inc,RU,transfer
5dd0b3a3-192,9af69ef8,11915.1,2026-05-06 02:48:25.484898,Petersen-Silva,US,withdrawal
cdf24c53-1d6,33c57d98,11886.52,2026-05-10 23:53:25.484898,Brown LLC,NG,withdrawal
0845fc97-fa0,c44b9071,605.58,2026-05-14 21:09:25.484898,Miller Group,RU,transfer
fe448d7d-45f,4f61f701,22681.44,2026-05-25 13:29:25.484898,Velez-Harris,NG,deposit
cb2d5246-1e6,8519e9a4,6573.64,2026-05-20 06:25:25.484898,Brock PLC,RU,transfer
83818079-d3b,9cc5550c,13425.57,2026-05-11 13:54:25.484898,Lewis Group,BR,deposit
5a904ec8-971,a3080f7e,17799.39,2026-05-15 19:12:25.484898,Graham Ltd,GB,withdrawal
a735d143-ff6,19a65ec3,3928.78,2026-05-12 15:40:25.484898,Carey-Barber,BR,transfer
5c340576-b99,1b9ce4dc,11599.76,2026-05-11 02:50:25.484898,Chavez Group,RU,withdrawal
df8b57a3-568,ee706a80,6763.1,2026-05-15 07:54:25.484898,"Bates, Welch and Johnson",RU,transfer
efb6c9cc-b9a,2a192168,18370.44,2026-05-12 00:06:25.484898,Spencer and Sons,CN,deposit
214ae818-a6d,af5e05b8,6042.02,2026-05-21 19:40:25.484898,Delgado-Kelly,BR,transfer
389eab4c-940,1533ccf1,9662.81,2026-05-08 06:44:25.484898,Miller and Sons,BR,transfer
a86b903c-760,412e19aa,1003.77,2026-05-12 09:06:25.484898,Thomas-Jones,NG,deposit
33de575c-039,7e3f37b4,18018.06,2026-05-11 02:57:25.484898,Matthews LLC,BR,deposit
7241618c-c67,70f18ed4,12761.0,2026-05-26 14:56:25.484898,"Rodriguez, Perez and Hammond",GB,withdrawal
2180bb08-561,432df37b,4344.54,2026-05-09 04:13:25.484898,"Cain, Taylor and Swanson",RU,withdrawal
f122c7ec-ce6,c3bdd54b,7000.76,2026-05-02 03:24:25.484898,Thomas LLC,GB,transfer
8db05452-98e,1a06c904,16199.39,2026-05-08 07:54:25.484898,Black Ltd,NG,deposit
a003c569-3bd,7eb008ba,20865.04,2026-05-08 16:57:25.484898,Butler-Cortez,NG,deposit
0e390a7b-f38,de9ee0d9,7627.9,2026-05-02 17:37:25.484898,Fuller-Hart,NG,withdrawal
13985142-cd9,28544c50,12000.35,2026-05-16 12:32:25.484898,Mills Group,CN,deposit
0aa2022c-40e,2d184cca,15822.46,2026-05-05 02:19:25.484898,Jones LLC,US,transfer
9acffe9a-72c,6e173214,14036.78,2026-05-26 04:16:25.484898,Atkinson LLC,NG,transfer
02ad7ce8-540,406677a2,5282.17,2026-05-01 00:53:25.484898,Adams Inc,RU,withdrawal
27f5c3bd-c0c,786c41f1,22554.34,2026-05-14 03:14:25.484898,"Hardin, Li and Myers",RU,withdrawal
b4af5e70-a44,615ee84c,7129.48,2026-05-19 00:47:25.484898,Rubio-Brown,RU,transfer
d2d22e5e-ce3,d3764e0b,16492.26,2026-05-09 11:42:25.484898,Mahoney-Mckay,GB,withdrawal
31c47bc9-ab6,d270af10,16699.25,2026-05-22 05:20:25.484898,Hughes Ltd,RU,deposit
dc68de44-636,96751226,547.72,2026-05-22 05:53:25.484898,Young Inc,US,transfer
b0ad6241-473,1f252831,18277.25,2026-05-13 14:57:25.484898,White-Brown,US,transfer
6b33a6e0-b41,ee9e916a,15698.92,2026-05-10 18:57:25.484898,"Thomas, Kramer and Hughes",GB,transfer
19b2c80a-df1,04b726d1,2067.11,2026-05-22 02:41:25.484898,Baker-Parker,BR,deposit
7b2c5482-291,58e67c43,10087.47,2026-05-13 11:58:25.484898,Hill and Sons,NG,transfer
15661b85-61e,3676089e,16329.75,2026-05-09 16:00:25.484898,Higgins PLC,NG,transfer
ecf24582-19c,997b9505,22175.95,2026-05-06 00:02:25.484898,Schroeder and Sons,CN,transfer
5c0697ef-ffa,c51d1b85,15403.61,2026-05-13 00:10:25.484898,Lewis and Sons,CN,transfer
b371cc8d-efa,19dab450,6551.29,2026-05-13 23:57:25.484898,"Beasley, Nielsen and Rodriguez",GB,withdrawal
40602e7e-bf3,6a7b0d5a,8436.71,2026-05-14 01:06:25.484898,Howard-Powell,RU,deposit
16d38523-02c,756b7b06,6514.98,2026-05-24 08:09:25.484898,"Sherman, Harris and Stewart",CN,deposit
79032e5b-608,f83542ee,10083.11,2026-05-18 15:13:25.484898,Hamilton Inc,GB,deposit
074cc1b1-5f7,18b9e7bd,17681.36,2026-05-17 22:19:25.484898,Mckay-Aguilar,CN,deposit
b90f4229-054,3ead6a65,3502.22,2026-05-03 15:38:25.484898,Horn-Barker,NG,deposit
d9e42a99-dfe,eaaf5a80,17807.26,2026-05-22 12:31:25.484898,Yu-Adams,CN,deposit
72902510-3b5,cec16bf2,24371.53,2026-05-22 13:26:25.484898,"Rivera, Mitchell and Rodriguez",BR,deposit
e29bb8fe-ab5,9b031c67,15109.03,2026-05-10 05:39:25.484898,"Lee, Palmer and Martinez",CN,transfer
7978aa93-1aa,6f748051,7232.28,2026-05-17 02:56:25.484898,Johnson Ltd,GB,withdrawal
6ad09cb4-cea,4bd7e687,24718.61,2026-05-12 18:12:25.484898,Murillo-Moon,US,deposit
054cb00e-787,81e533fa,10091.46,2026-05-16 13:44:25.484898,Bradford Ltd,RU,deposit
af55aa6a-1f1,ddda2724,1322.42,2026-05-22 05:41:25.484898,Jensen LLC,RU,deposit
335583d6-b02,0e1088ba,5239.22,2026-05-19 09:16:25.484898,Parks-Mccann,CN,transfer
30703636-62f,964a35c1,19597.01,2026-04-28 14:07:25.484898,Reese-Cook,US,transfer
bc388e33-20c,13ee30fb,2287.24,2026-05-24 23:37:25.484898,Case-Whitaker,RU,deposit
876164c0-f32,59c4c8a1,3406.09,2026-05-26 15:13:25.484898,Vega-Wallace,BR,withdrawal
649f66a4-870,391a6427,2851.13,2026-05-13 17:46:25.484898,Anderson-Patterson,GB,deposit
d89fc039-a8e,ad0114ab,18749.24,2026-04-28 17:31:25.484898,English PLC,BR,transfer
99f98bd1-340,52177567,12697.68,2026-04-30 14:34:25.484898,Bush PLC,GB,deposit
41f7f238-97e,6e2e47b1,22657.71,2026-05-21 05:14:25.484898,Wilson Group,CN,transfer
ffa70435-a8c,e0b1e421,7833.6,2026-05-19 14:44:25.484898,"Waters, Hubbard and Hall",BR,transfer
3ccf1ba5-57f,e879af56,21020.29,2026-05-10 16:06:25.484898,Mercer-Taylor,NG,transfer
40a0a6de-3a4,a54831da,20130.03,2026-05-11 08:37:25.484898,Smith and Sons,BR,transfer
79b843c4-03f,355b750b,16955.01,2026-05-09 18:45:25.484898,"Smith, Robertson and Clay",US,withdrawal
39512809-4b9,b3db3acb,12020.56,2026-05-25 06:50:25.484898,Flores-Browning,NG,withdrawal
b0b2344d-61a,230d5fc5,12078.46,2026-05-05 23:06:25.484898,Barnes-Bullock,RU,withdrawal
1365600f-d12,79f4b3e6,268.44,2026-05-19 22:01:25.484898,Farley-Castro,NG,deposit
e193c3ea-4b6,ec95045b,15312.23,2026-05-02 18:22:25.484898,Pacheco Group,CN,withdrawal
e07feb87-e52,644d4943,20875.13,2026-05-21 01:52:25.484898,Hill-Foster,US,withdrawal
38b1dfa0-845,093aa4d4,9100.69,2026-05-11 15:58:25.484898,Williams Ltd,CN,withdrawal
4912df44-dcd,efbc248b,16391.09,2026-05-21 22:31:25.484898,"Cook, Petersen and Ortiz",CN,deposit
423c503b-5f4,2116437e,16630.99,2026-04-27 16:06:25.484898,"Soto, Smith and Parker",RU,transfer
c5fd1613-9f7,2484890d,20630.13,2026-05-14 20:38:25.484898,Ferguson LLC,US,transfer
e3c48773-66c,ff027a2f,9380.89,2026-05-12 21:38:25.484898,"Leon, Long and Lee",CN,deposit
582d2a3e-ba5,21d253b8,5262.1,2026-05-09 17:03:25.484898,"Taylor, Wells and Johnson",CN,withdrawal
49e43781-5e6,d125c227,16642.31,2026-05-27 09:58:25.484898,Wong-Smith,NG,deposit
d39b91b5-569,617f62f5,6468.21,2026-05-24 22:04:25.484898,"Lawson, Castro and Savage",RU,withdrawal
5f1bf63b-4af,e706a7f6,22786.99,2026-05-06 07:50:25.484898,Perez and Sons,US,withdrawal
a6f76591-f4e,85272e88,13694.09,2026-05-16 14:51:25.484898,"Collins, Owens and Davis",NG,deposit
396f71ac-e15,fbee013c,23813.27,2026-05-20 07:47:25.484898,"Williams, Salinas and Moore",NG,transfer
dafdab66-64d,b95739e5,21223.83,2026-05-13 08:28:25.484898,Chase-Garcia,RU,withdrawal
1be5b202-b4b,448181e6,21966.35,2026-05-25 16:19:25.484898,Randall LLC,CN,deposit
75976462-1ab,c5562cb7,13526.26,2026-05-22 22:04:25.484898,Chavez-King,GB,deposit
82696819-e5b,dd0ea7c6,23989.57,2026-05-05 23:20:25.484898,"Dalton, Young and Nelson",GB,withdrawal
d231e622-5f1,4fb9117b,3981.61,2026-05-26 07:56:25.484898,Atkinson and Sons,GB,withdrawal
68b70374-b1e,d3aa595c,6969.14,2026-05-13 05:05:25.484898,Smith Inc,NG,withdrawal
112571de-988,069c4e5f,9146.37,2026-05-05 08:53:25.484898,Reynolds PLC,BR,withdrawal
00e92d17-d21,2e664dbb,1575.35,2026-05-07 22:27:25.484898,"Ross, Schroeder and Powers",NG,transfer
7f645e4c-b96,50824157,1064.08,2026-05-20 03:40:25.484898,Jackson LLC,US,deposit
787403ec-712,38b34702,14455.3,2026-05-07 17:23:25.484898,Johnson Inc,CN,withdrawal
7b7dd6ab-c0b,117e95ad,15933.71,2026-05-05 05:41:25.484898,"Herman, Davis and Cunningham",CN,withdrawal
c22ba7bb-618,1b9975fe,8791.01,2026-05-21 02:09:25.484898,"Gallegos, Waters and Thompson",NG,withdrawal
f3e97604-347,db9b55dd,3105.69,2026-05-04 18:31:25.484898,Martinez PLC,GB,withdrawal
f372d1d4-89d,74413721,23829.34,2026-05-09 16:13:25.484898,"Richardson, Sanders and Johnson",US,withdrawal
fdf81489-f63,a6458049,17003.84,2026-05-12 04:33:25.484898,Carter-Mccoy,NG,transfer
875c5360-ee6,88b0d0b3,24742.61,2026-05-19 17:11:25.484898,"Savage, Butler and Lane",BR,deposit
6a0342ce-b20,7a2497df,23973.79,2026-05-10 03:40:25.484898,Reed-Cain,US,withdrawal
0fbbac66-59f,276f9d44,2624.24,2026-04-28 23:06:25.484898,Beck-Roberts,RU,transfer
ebe5e98a-612,b2f9940f,6843.93,2026-04-27 17:15:25.484898,"Price, Wilkinson and Lee",GB,withdrawal
ec24a09f-b52,310edbef,22533.27,2026-05-11 22:58:25.484898,Mckinney-Thomas,GB,withdrawal
b744416a-094,7ef8d8c4,3971.66,2026-05-26 03:41:25.484898,"Lester, Jenkins and Stevens",NG,deposit
90a1bdd4-4dd,8f36f1e8,21617.67,2026-04-29 22:02:25.484898,"Johnson, Evans and Marks",BR,transfer
4f3ba5d6-3fe,7bc48628,2174.6,2026-05-26 13:47:25.484898,Klein Inc,BR,transfer
ebfbff27-eaf,10ba98ac,8852.45,2026-05-13 15:19:25.484898,"Mason, Perry and Brown",US,withdrawal
a96b725a-11f,91b6ca3a,1067.47,2026-05-10 13:52:25.484898,Valencia-Vasquez,BR,transfer
e1b757bd-657,838b362d,17283.39,2026-05-19 18:29:25.484898,Romero PLC,NG,transfer
700ab79e-033,20b2fdad,481.54,2026-05-26 06:02:25.484898,Marshall-Richard,RU,transfer
884c8ea4-90a,beb20bbd,6324.91,2026-05-15 00:33:25.484898,Flores PLC,BR,withdrawal
e281616e-02e,85907b21,9323.58,2026-05-21 12:36:25.484898,Norton Group,BR,transfer
0c96fbd3-0fe,5a48d48b,14216.06,2026-05-04 21:47:25.484898,"Brown, Ritter and Carrillo",US,withdrawal
fb2cb477-dcc,5ca4b4a1,1505.53,2026-05-20 10:59:25.484898,Bowman-Campbell,NG,deposit
3dc802cf-7bf,e1820f46,10807.43,2026-05-19 19:33:25.484898,"Mccormick, Butler and Camacho",NG,withdrawal
e4fd7734-afa,225db557,17364.89,2026-05-03 02:21:25.484898,Long-Acevedo,BR,deposit
255b3e9b-f74,c7a5418a,23246.06,2026-05-10 00:30:25.484898,Bates LLC,NG,withdrawal
eb741838-8e3,a96fd5ac,20504.78,2026-05-15 06:55:25.484898,Bryant Ltd,BR,withdrawal
8f9faa41-d15,888e7c60,7488.94,2026-05-19 21:49:25.484898,Price-Price,US,withdrawal
583bd42b-162,de5eaa2c,79.48,2026-04-28 17:26:25.484898,Rodriguez and Sons,CN,withdrawal
508e9915-aa9,cbc2814f,8426.79,2026-05-17 14:43:25.484898,Sanchez LLC,CN,transfer
